"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status"
10899,15000,20.2,"D","D5","7 years",4678,34.9,692,"MORTGAGE",70000,"Source Verified"
10900,5600,22.7,"E","E5","8 years",20207,95.3,667,"RENT",70000,"Source Verified"
10901,30000,15.31,"C","C2","9 years",30844,51.6,677,"RENT",120000,"Verified"
10902,14400,6.03,"A","A1","10+ years",17170,46.9,757,"MORTGAGE",53000,"Not Verified"
10903,10000,16.29,"C","C4","6 years",5342,76.3,672,"MORTGAGE",96200,"Not Verified"
10904,5000,12.12,"B","B3","6 years",3925,53.8,682,"OWN",25000,"Not Verified"
10905,10000,8.9,"A","A5",NA,12414,34.1,722,"OWN",45000,"Not Verified"
10906,9600,16.29,"C","C4","3 years",5639,89.5,672,"RENT",62000,"Not Verified"
10907,15000,12.12,"B","B3","5 years",15915,64.4,702,"MORTGAGE",92000,"Not Verified"
10908,4000,14.33,"C","C1","< 1 year",3738,30.4,717,"RENT",45000,"Source Verified"
10909,22000,9.25,"A","A5","10+ years",12999,33.6,702,"MORTGAGE",148000,"Verified"
10910,32400,12.12,"B","B3","10+ years",32706,59.8,702,"MORTGAGE",108000,"Verified"
10911,23350,12.12,"B","B3","10+ years",36785,75.8,702,"RENT",65000,"Verified"
10912,4000,6.62,"A","A2","2 years",8382,53.1,747,"RENT",25000,"Not Verified"
10913,2900,20.49,"E","E1","10+ years",5078,67.7,677,"MORTGAGE",33000,"Source Verified"
10914,3500,16.29,"C","C4","4 years",10846,31.2,682,"RENT",55000,"Not Verified"
10915,17000,10.64,"B","B2","3 years",18965,53.6,697,"RENT",84212,"Not Verified"
10916,15000,16.78,"C","C5","4 years",7998,52.6,662,"OWN",60000,"Not Verified"
10917,10000,8.9,"A","A5","5 years",10250,30.7,722,"MORTGAGE",55000,"Not Verified"
10918,4000,7.9,"A","A4","< 1 year",4354,22,717,"RENT",53000,"Not Verified"
10919,1500,18.75,"D","D3","2 years",6117,64,687,"MORTGAGE",90000,"Not Verified"
10920,12000,17.1,"C","C5","< 1 year",8775,86.9,662,"RENT",70000,"Source Verified"
10921,18000,13.11,"B","B4","10+ years",21583,58.5,697,"MORTGAGE",92000,"Not Verified"
10922,10000,10.16,"B","B1","10+ years",20077,36.7,712,"MORTGAGE",110000,"Not Verified"
10923,14000,10.16,"B","B1","10+ years",43040,84.6,697,"MORTGAGE",96000,"Not Verified"
10924,24000,7.9,"A","A4","10+ years",23574,63.2,707,"MORTGAGE",60000,"Source Verified"
10925,10800,9.71,"B","B1","3 years",3361,24,707,"RENT",38000,"Not Verified"
10926,12000,14.65,"C","C2","10+ years",10020,91.9,677,"MORTGAGE",58000,"Source Verified"
10927,15000,14.65,"C","C2","8 years",19756,51.4,697,"OWN",88000,"Not Verified"
10928,12675,17.56,"D","D1","< 1 year",8158,69.7,662,"RENT",90000,"Verified"
10929,10075,16.29,"C","C4","3 years",21361,78.2,682,"RENT",31200,"Verified"
10930,15350,21.49,"E","E3","5 years",11900,90.2,662,"RENT",52113.95,"Verified"
10931,8000,7.9,"A","A4","6 years",2719,15,727,"MORTGAGE",45000,"Source Verified"
10932,20000,19.72,"D","D5","5 years",9027,64.9,707,"MORTGAGE",70000,"Verified"
10933,8325,14.33,"C","C1","4 years",12053,38.8,672,"MORTGAGE",38000,"Verified"
10934,10575,11.14,"B","B2","7 years",23641,42.4,707,"MORTGAGE",31000,"Verified"
10935,18000,10.16,"B","B1","10+ years",20333,62.4,727,"RENT",41000,"Source Verified"
10936,35000,15.8,"C","C3","< 1 year",25455,74.4,687,"MORTGAGE",150000,"Verified"
10937,11625,12.12,"B","B3","10+ years",1910,14.1,707,"RENT",58245,"Verified"
10938,12600,13.05,"B","B5","3 years",23561,79.9,692,"RENT",105000,"Not Verified"
10939,10000,14.3,"C","C1","5 years",8657,84.9,667,"RENT",55000,"Not Verified"
10940,14400,15.8,"C","C3","5 years",17590,95.1,672,"RENT",51000,"Verified"
10941,15000,13.05,"B","B5","3 years",18295,88.4,662,"OWN",72000,"Not Verified"
10942,10400,17.56,"D","D1","3 years",26664,98.8,712,"RENT",1e+05,"Verified"
10943,21000,21.15,"E","E2","10+ years",13126,44.3,697,"MORTGAGE",110000,"Verified"
10944,8000,14.33,"C","C1","7 years",7705,44.8,672,"RENT",45000,"Not Verified"
10945,8000,6.62,"A","A2","2 years",8427,10.2,787,"MORTGAGE",42000,"Not Verified"
10946,10000,17.27,"D","D1","10+ years",10483,86.6,667,"MORTGAGE",93000,"Verified"
10947,15000,11.99,"B","B3","10+ years",4310,42.3,662,"MORTGAGE",84000,"Source Verified"
10948,16000,14.33,"C","C1","8 years",19372,73,682,"MORTGAGE",60000,"Source Verified"
10949,12000,15.31,"C","C2","8 years",25119,81.6,677,"MORTGAGE",75000,"Not Verified"
10950,20000,12.12,"B","B3","4 years",25727,77.5,707,"RENT",60000,"Verified"
10951,6250,17.77,"D","D1","10+ years",11737,87.6,662,"RENT",23000,"Verified"
10952,11000,7.9,"A","A4","1 year",6553,36.4,747,"RENT",40000,"Verified"
10953,4500,21,"E","E2","2 years",5307,79.2,667,"RENT",30000,"Source Verified"
10954,12000,14.33,"C","C1","9 years",13467,81.6,682,"MORTGAGE",48000,"Verified"
10955,5500,11.55,"B","B3","4 years",1686,17.9,742,"RENT",55000,"Verified"
10956,16000,19.52,"D","D4","3 years",18324,89.4,667,"MORTGAGE",54000,"Source Verified"
10957,7000,13.11,"B","B4","6 years",16759,92.1,667,"RENT",89892,"Not Verified"
10958,15000,7.62,"A","A3","3 years",7963,23.8,707,"RENT",70000,"Verified"
10959,13600,12.12,"B","B3","5 years",9868,75.3,687,"MORTGAGE",58000,"Not Verified"
10960,3000,23.7,"F&G","F1",NA,6420,68.3,667,"RENT",11700,"Source Verified"
10961,29000,18.49,"D","D2","10+ years",25650,75.7,667,"MORTGAGE",67000,"Verified"
10962,27300,14.09,"B","B5","10+ years",21629,56,717,"MORTGAGE",225000,"Source Verified"
10963,15000,17.27,"C","C5","< 1 year",28281,86,682,"RENT",46000,"Source Verified"
10964,18000,18.64,"E","E1",NA,27979,69.4,662,"RENT",220000,"Verified"
10965,4800,10.16,"B","B1","10+ years",13706,69.6,697,"RENT",50000,"Not Verified"
10966,8800,7.9,"A","A4","1 year",14301,66.2,722,"RENT",80000,"Source Verified"
10967,9600,14.33,"C","C1","2 years",8780,45,677,"RENT",51000,"Not Verified"
10968,15000,10.16,"B","B1","10+ years",13445,71.5,687,"MORTGAGE",105000,"Not Verified"
10969,15000,7.9,"A","A4","3 years",9406,40,732,"MORTGAGE",50000,"Verified"
10970,15000,6.03,"A","A1","5 years",0,0,797,"MORTGAGE",1e+05,"Source Verified"
10971,11200,14.09,"B","B5","1 year",12983,86.1,677,"RENT",45000,"Source Verified"
10972,3100,13.05,"B","B5",NA,3190,39.4,672,"RENT",14650,"Verified"
10973,20000,6.62,"A","A2","10+ years",13071,44.5,747,"MORTGAGE",74000,"Verified"
10974,5100,7.9,"A","A4","10+ years",32459,55,722,"RENT",78500,"Source Verified"
10975,2000,8.9,"A","A5","3 years",1414,30.1,732,"RENT",25000,"Not Verified"
10976,4800,15.8,"C","C3","1 year",5656,32,712,"RENT",43000,"Verified"
10977,12000,11.14,"B","B2",NA,11554,25.6,702,"MORTGAGE",100800,"Verified"
10978,9600,15.8,"C","C3","10+ years",13904,38.3,677,"RENT",82000,"Not Verified"
10979,10000,12.12,"B","B3","10+ years",8066,91.7,712,"RENT",45000,"Verified"
10980,15000,13.67,"B","B5","5 years",22582,65.3,692,"MORTGAGE",72000,"Source Verified"
10981,10200,14.33,"C","C1","3 years",16395,93.7,682,"RENT",30000,"Verified"
10982,35000,13.11,"B","B4","4 years",28820,66.4,727,"MORTGAGE",97000,"Verified"
10983,21000,7.9,"A","A4","1 year",14154,31.1,777,"OWN",90000,"Verified"
10984,4800,19.52,"D","D4","10+ years",16249,68.3,687,"RENT",48000,"Source Verified"
10985,5000,16.29,"C","C4","4 years",9054,74.2,662,"RENT",75000,"Not Verified"
10986,12000,12.12,"B","B3","5 years",7409,79.7,692,"OWN",60000,"Not Verified"
10987,6500,10.16,"B","B1","1 year",4294,61.3,707,"RENT",27500,"Verified"
10988,6000,15.31,"C","C3","8 years",11285,53,672,"RENT",74000,"Not Verified"
10989,4500,17.27,"C","C5","4 years",5655,65,687,"MORTGAGE",45000,"Not Verified"
10990,24925,12.99,"B","B4","7 years",15864,62.7,702,"MORTGAGE",65000,"Verified"
10991,8925,18.49,"D","D2","10+ years",12199,57.3,697,"RENT",51875,"Not Verified"
10992,8400,14.33,"C","C1","6 years",6224,62.9,662,"MORTGAGE",41000,"Not Verified"
10993,6600,18.49,"D","D2","10+ years",12556,83.2,662,"MORTGAGE",66000,"Source Verified"
10994,5400,7.9,"A","A4","2 years",3886,79.3,717,"RENT",38000,"Not Verified"
10995,20000,15.61,"C","C3","10+ years",13703,49.6,692,"RENT",73000,"Verified"
10996,10750,18.75,"D","D3","< 1 year",12576,51.3,667,"MORTGAGE",35000,"Verified"
10997,5500,17.27,"C","C5","6 years",3514,81.7,677,"RENT",35000,"Not Verified"
10998,8875,11.55,"B","B3","8 years",3077,68.4,697,"RENT",35000,"Not Verified"
10999,6500,14.33,"C","C1","1 year",8187,17.2,717,"MORTGAGE",72500,"Not Verified"
11000,10400,11.14,"B","B2","6 years",21855,50.2,702,"RENT",56639.4,"Not Verified"
