"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
8706,6600,6.62,"A","A2","8 years",304,15.2,772,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
8707,8125,11.14,"B","B2","10+ years",6620,40.4,687,"MORTGAGE",48630,"Not Verified","Fully Paid","Paid"
8708,10300,11.14,"B","B2","3 years",1604,12.8,747,"RENT",70000,"Not Verified","Fully Paid","Paid"
8709,10000,15.8,"C","C3","9 years",9960,65.4,677,"RENT",42000,"Not Verified","Fully Paid","Paid"
8710,6850,14.09,"B","B5","1 year",6057,62.4,677,"RENT",35000,"Not Verified","Fully Paid","Paid"
8711,19725,13.11,"B","B4","10+ years",29101,66.3,687,"RENT",73138,"Not Verified","Fully Paid","Paid"
8712,12000,14.33,"C","C1","5 years",2414,89.4,692,"MORTGAGE",38000,"Verified","Fully Paid","Paid"
8713,7000,10.74,"B","B2","10+ years",6383,55,692,"RENT",42000,"Source Verified","Fully Paid","Paid"
8714,16000,7.9,"A","A4","6 years",8480,41.8,722,"MORTGAGE",46000,"Source Verified","Fully Paid","Paid"
8715,14000,14.09,"B","B5","7 years",29384,50.9,687,"RENT",65000,"Not Verified","Fully Paid","Paid"
8716,21000,8.9,"A","A5","3 years",51635,72.6,702,"MORTGAGE",140000,"Verified","Fully Paid","Paid"
8717,9600,18.49,"D","D2","3 years",13764,86,667,"RENT",39200,"Not Verified","Fully Paid","Paid"
8718,13200,10.74,"B","B2","3 years",5567,61.9,702,"RENT",52000,"Verified","Fully Paid","Paid"
8719,2400,18.75,"D","D3","< 1 year",1988,16.6,722,"RENT",40000,"Not Verified","Fully Paid","Paid"
8720,13600,7.62,"A","A3","1 year",13111,41.1,682,"RENT",84000,"Verified","Fully Paid","Paid"
8721,1700,12.12,"B","B3","10+ years",726,25.9,692,"RENT",45643,"Not Verified","Fully Paid","Paid"
8722,35000,14.33,"C","C1","2 years",26907,83.6,712,"MORTGAGE",102000,"Verified","Charged Off","Defaulted"
8723,10400,15.8,"C","C3","10+ years",17627,88.6,672,"RENT",40000,"Not Verified","Fully Paid","Paid"
8724,5000,14.27,"C","C2","2 years",0,0,677,"MORTGAGE",37440,"Verified","Charged Off","Defaulted"
8725,2000,10.65,"B","B2",NA,2623,79.5,712,"OWN",21614.4,"Not Verified","Fully Paid","Paid"
8726,1800,8.9,"A","A5","5 years",16329,82.5,722,"MORTGAGE",58500,"Source Verified","Fully Paid","Paid"
8727,35000,14.3,"C","C1","10+ years",31934,94.5,712,"MORTGAGE",306000,"Source Verified","Fully Paid","Paid"
8728,13750,14.09,"B","B5","< 1 year",4646,51.1,667,"RENT",65000,"Not Verified","Fully Paid","Paid"
8729,4000,14.65,"C","C3",NA,5741,99,717,"MORTGAGE",24878.76,"Verified","Fully Paid","Paid"
8730,10000,7.9,"A","A4","9 years",5282,21.2,747,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
8731,12000,15.22,"C","C3","3 years",3132,89.5,672,"RENT",50000,"Not Verified","Fully Paid","Paid"
8732,6000,18.75,"D","D3","10+ years",8351,87,707,"RENT",34000,"Not Verified","Charged Off","Defaulted"
8733,15000,18.75,"D","D3","8 years",10840,76.9,662,"RENT",50000,"Not Verified","Fully Paid","Paid"
8734,8650,11.99,"B","B3","10+ years",7300,52.1,677,"MORTGAGE",43000,"Not Verified","Fully Paid","Paid"
8735,5000,18.25,"D","D2","< 1 year",4174,39,707,"RENT",25000,"Source Verified","Fully Paid","Paid"
8736,10500,13.11,"B","B4","2 years",4625,23.6,717,"RENT",30000,"Not Verified","Charged Off","Defaulted"
8737,12000,13.11,"B","B4","1 year",13613,83.5,687,"RENT",48000,"Not Verified","Fully Paid","Paid"
8738,2400,7.9,"A","A4","1 year",0,0,782,"RENT",36000,"Not Verified","Fully Paid","Paid"
8739,17600,7.62,"A","A3","7 years",11847,46.3,727,"RENT",49900,"Not Verified","Fully Paid","Paid"
8740,18225,15.8,"C","C3","3 years",11224,52.6,692,"RENT",46000,"Not Verified","Fully Paid","Paid"
8741,14400,13.67,"B","B5","5 years",16254,91.3,687,"RENT",62000,"Not Verified","Fully Paid","Paid"
8742,5000,14.33,"C","C1","8 years",44856,95,692,"MORTGAGE",125000,"Verified","Fully Paid","Paid"
8743,5275,17.27,"C","C5","3 years",7037,52.5,712,"RENT",32000,"Verified","Fully Paid","Paid"
8744,13600,14.33,"C","C1","5 years",18279,72.6,687,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
8745,24000,8.9,"A","A5","10+ years",28767,56.5,682,"MORTGAGE",110000,"Verified","Fully Paid","Paid"
8746,6000,6.03,"A","A1","1 year",9017,12.5,797,"RENT",65000,"Not Verified","Fully Paid","Paid"
8747,15000,15.22,"C","C3","6 years",18415,81.1,667,"MORTGAGE",95000,"Not Verified","Fully Paid","Paid"
8748,2125,17.27,"C","C5","3 years",2616,52.3,662,"MORTGAGE",45000,"Source Verified","Fully Paid","Paid"
8749,18000,12.99,"B","B4","8 years",5952,64.7,707,"MORTGAGE",49000,"Not Verified","Fully Paid","Paid"
8750,5200,14.3,"C","C1","10+ years",4965,69,677,"OWN",50000,"Not Verified","Fully Paid","Paid"
8751,5000,17.27,"C","C5","10+ years",3416,77.1,672,"MORTGAGE",30000,"Not Verified","Fully Paid","Paid"
8752,16750,14.09,"B","B5","10+ years",24967,57.5,697,"MORTGAGE",38000,"Verified","Fully Paid","Paid"
8753,8000,16.29,"C","C5","< 1 year",14137,55.7,677,"RENT",35000,"Source Verified","Charged Off","Defaulted"
8754,6250,11.55,"B","B3",NA,10821,55.8,662,"OWN",21000,"Verified","Charged Off","Defaulted"
8755,9000,8.9,"A","A5",NA,7128,49.8,722,"RENT",26000,"Verified","Fully Paid","Paid"
8756,10000,18.49,"D","D2","< 1 year",12807,65.5,667,"RENT",55000,"Verified","Fully Paid","Paid"
8757,15000,7.9,"A","A4",NA,2707,51.1,727,"MORTGAGE",72000,"Verified","Fully Paid","Paid"
8758,8000,16.29,"C","C4","5 years",2880,47.2,672,"MORTGAGE",73000,"Not Verified","Fully Paid","Paid"
8759,14000,6.62,"A","A2","10+ years",71625,12.4,762,"MORTGAGE",96000,"Verified","Fully Paid","Paid"
8760,3500,13.11,"B","B4","7 years",3977,20.9,687,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
8761,11500,15.8,"C","C3","5 years",11998,94.6,687,"RENT",47840,"Verified","Charged Off","Defaulted"
8762,10000,8.9,"A","A5","3 years",5022,50.2,707,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
8763,17000,18.49,"D","D2","6 years",8801,75.9,672,"OWN",50000,"Not Verified","Fully Paid","Paid"
8764,9950,15.31,"C","C2","< 1 year",7696,50.6,687,"RENT",30000,"Source Verified","Charged Off","Defaulted"
8765,7000,12.12,"B","B3","< 1 year",6555,21.9,692,"RENT",45000,"Not Verified","Fully Paid","Paid"
8766,10000,17.76,"D","D1","4 years",12414,93.3,702,"OWN",40000,"Not Verified","Fully Paid","Paid"
8767,2500,13.11,"B","B4","6 years",4222,26.7,692,"MORTGAGE",36000,"Not Verified","Fully Paid","Paid"
8768,12000,20.31,"D","D5","2 years",11537,47.9,692,"RENT",103000,"Verified","Fully Paid","Paid"
8769,21000,6.03,"A","A1","6 years",35579,35.3,722,"MORTGAGE",91000,"Not Verified","Fully Paid","Paid"
8770,20000,13.11,"B","B4","10+ years",18429,61.8,677,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
8771,5525,17.77,"D","D1","< 1 year",5921,30.5,662,"MORTGAGE",70000,"Source Verified","Fully Paid","Paid"
8772,15000,12.12,"B","B3","8 years",10718,53.1,732,"RENT",63000,"Source Verified","Fully Paid","Paid"
8773,10000,13.11,"B","B4","< 1 year",9203,82.9,687,"RENT",45000,"Source Verified","Fully Paid","Paid"
8774,7500,15.1,"C","C2","9 years",7236,41.8,672,"MORTGAGE",87000,"Verified","Fully Paid","Paid"
8775,12000,9.99,"B","B1","2 years",6408,51.3,697,"MORTGAGE",65000,"Source Verified","Fully Paid","Paid"
8776,3025,19.2,"D","D3","7 years",3302,67.4,662,"RENT",45000,"Not Verified","Late (31-120 days)","Defaulted"
8777,6000,12.99,"B","B4","10+ years",5863,87.5,672,"MORTGAGE",52000,"Not Verified","Fully Paid","Paid"
8778,16450,11.14,"B","B2","1 year",2928,33.3,727,"RENT",90000,"Source Verified","Fully Paid","Paid"
8779,4375,21,"E","E2",NA,4739,79,672,"MORTGAGE",35000,"Verified","Fully Paid","Paid"
8780,11400,11.14,"B","B2","10+ years",28720,77.8,712,"MORTGAGE",43000,"Verified","Fully Paid","Paid"
8781,5000,15.88,"C","C4","8 years",29383,71.3,702,"RENT",42000,"Verified","Fully Paid","Paid"
8782,19325,11.14,"B","B2","6 years",18818,39.7,707,"RENT",50000,"Not Verified","Fully Paid","Paid"
8783,6000,13.67,"B","B5","1 year",17861,82.3,677,"OWN",51000,"Source Verified","Fully Paid","Paid"
8784,12000,15.1,"C","C2","10+ years",0,NA,757,"RENT",35000,"Verified","Fully Paid","Paid"
8785,10000,11.14,"B","B2","5 years",5963,28.8,702,"MORTGAGE",32000,"Verified","Fully Paid","Paid"
8786,8000,17.76,"D","D1","10+ years",17850,83.4,662,"MORTGAGE",75420,"Verified","Fully Paid","Paid"
8787,16000,17.27,"C","C5","10+ years",19069,79.5,672,"RENT",43500,"Not Verified","Fully Paid","Paid"
8788,10000,9.25,"A","A5","10+ years",6204,19.8,772,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
8789,30000,18.49,"D","D2","2 years",11432,92.2,712,"RENT",114000,"Verified","Fully Paid","Paid"
8790,20000,18.25,"D","D2",NA,28119,77.9,692,"RENT",48000,"Verified","Charged Off","Defaulted"
8791,12000,14.33,"C","C2","5 years",2240,70,672,"RENT",40000,"Not Verified","Fully Paid","Paid"
8792,10350,17.1,"C","C5","1 year",17397,75.3,682,"RENT",40000,"Not Verified","In Grace Period","Defaulted"
8793,2250,15.31,"C","C2","5 years",3861,50.8,672,"MORTGAGE",26000,"Source Verified","Fully Paid","Paid"
8794,15000,15.31,"C","C2","1 year",18174,46.6,697,"RENT",151255,"Not Verified","Fully Paid","Paid"
8795,14400,9.76,"B","B1","4 years",5764,28.8,712,"RENT",80000,"Not Verified","Fully Paid","Paid"
8796,23500,6.97,"A","A2","1 year",1793,18.1,757,"MORTGAGE",101000,"Source Verified","Fully Paid","Paid"
8797,12000,11.14,"B","B2","5 years",10458,37.6,697,"MORTGAGE",51800,"Not Verified","Fully Paid","Paid"
8798,9250,15.31,"C","C2","5 years",10003,79.4,692,"MORTGAGE",28000,"Not Verified","Fully Paid","Paid"
8799,15000,18.75,"D","D3","5 years",9704,95.1,677,"RENT",115000,"Verified","Fully Paid","Paid"
8800,6000,8.9,"A","A5","4 years",14631,88.7,707,"MORTGAGE",120000,"Source Verified","Fully Paid","Paid"
8801,20000,8.9,"A","A5","10+ years",12915,72.2,702,"MORTGAGE",90800,"Verified","Fully Paid","Paid"
8802,6000,14.33,"C","C1","5 years",10658,59.9,667,"OWN",43837,"Source Verified","Fully Paid","Paid"
8803,20000,13.11,"B","B4","10+ years",36591,73.5,702,"MORTGAGE",85000,"Verified","Fully Paid","Paid"
8804,10000,11.99,"B","B3",NA,4519,38,672,"MORTGAGE",68500,"Verified","Fully Paid","Paid"
8805,24000,7.62,"A","A3","10+ years",89372,5.3,732,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
8806,7200,19.72,"D","D5","6 years",7259,84.4,662,"RENT",39000,"Verified","Fully Paid","Paid"
8807,35000,15.31,"C","C2","5 years",15751,49.4,707,"MORTGAGE",80000,"Verified","Fully Paid","Paid"
8808,4750,20.2,"D","D5","4 years",3710,58.9,697,"RENT",30000,"Not Verified","Fully Paid","Paid"
8809,12000,14.33,"C","C1","10+ years",17099,91.9,672,"MORTGAGE",68500,"Not Verified","Fully Paid","Paid"
8810,10625,20.49,"E","E1","< 1 year",6001,95.3,662,"MORTGAGE",37000,"Verified","Fully Paid","Paid"
8811,15000,7.62,"A","A3","10+ years",14920,69.7,692,"MORTGAGE",50000,"Not Verified","Fully Paid","Paid"
8812,8875,17.77,"D","D1","10+ years",12466,80.4,667,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
8813,7400,16.78,"C","C5",NA,5583,67.3,712,"RENT",28500,"Verified","Fully Paid","Paid"
8814,3450,14.65,"C","C2","3 years",4995,59.5,677,"RENT",11000,"Not Verified","Fully Paid","Paid"
8815,15000,12.12,"B","B3","6 years",35368,73.1,692,"MORTGAGE",64000,"Source Verified","Fully Paid","Paid"
8816,6625,14.33,"C","C2","10+ years",5395,56.8,682,"MORTGAGE",23414,"Not Verified","Fully Paid","Paid"
8817,6625,16.29,"C","C4","2 years",3441,47.8,692,"RENT",28800,"Not Verified","Fully Paid","Paid"
8818,15000,9.67,"B","B1","10+ years",11585,35,732,"MORTGAGE",52000,"Verified","Fully Paid","Paid"
8819,5000,19.05,"D","D4","10+ years",11972,78.2,687,"MORTGAGE",64000,"Not Verified","Fully Paid","Paid"
8820,15000,6.03,"A","A1","6 years",459,5.8,782,"MORTGAGE",115812,"Not Verified","Fully Paid","Paid"
8821,32000,13.68,"C","C1","< 1 year",19159,59.8,722,"MORTGAGE",110000,"Verified","Fully Paid","Paid"
8822,16100,15.61,"C","C3",NA,15357,48.3,712,"MORTGAGE",43000,"Verified","Fully Paid","Paid"
8823,13000,15.8,"C","C3","2 years",18056,62.9,692,"RENT",76500,"Verified","Fully Paid","Paid"
8824,7750,18.55,"D","D2","< 1 year",5427,57.7,682,"MORTGAGE",78000,"Not Verified","Late (31-120 days)","Defaulted"
8825,35000,7.9,"A","A4","3 years",86618,3.5,827,"MORTGAGE",450000,"Verified","Fully Paid","Paid"
8826,10000,10.16,"B","B1",NA,8940,58.1,727,"MORTGAGE",40000,"Verified","Fully Paid","Paid"
8827,2500,11.55,"B","B3","3 years",3229,17.6,672,"RENT",60000,"Verified","Fully Paid","Paid"
8828,16000,17.27,"C","C5","10+ years",20100,79.1,677,"MORTGAGE",68000,"Not Verified","Fully Paid","Paid"
8829,12000,15.31,"C","C2","1 year",3116,57.7,682,"MORTGAGE",78500,"Not Verified","Fully Paid","Paid"
8830,4000,14.3,"C","C1",NA,5854,52.3,667,"RENT",23300,"Verified","Fully Paid","Paid"
8831,9075,11.14,"B","B2","6 years",3423,25.4,742,"MORTGAGE",30000,"Verified","Fully Paid","Paid"
8832,6000,7.9,"A","A4","10+ years",17088,79.5,712,"MORTGAGE",63000,"Not Verified","Fully Paid","Paid"
8833,2700,16.29,"C","C4",NA,5886,86.6,687,"RENT",16560,"Source Verified","Charged Off","Defaulted"
8834,10000,15.31,"C","C2","10+ years",6912,49.7,682,"OWN",49417.16,"Source Verified","Fully Paid","Paid"
8835,10000,11.55,"B","B3",NA,9429,61.2,662,"MORTGAGE",35000,"Verified","Charged Off","Defaulted"
8836,10525,18.85,"D","D3","< 1 year",12615,66.7,687,"RENT",90000,"Source Verified","Fully Paid","Paid"
8837,18000,19.05,"D","D4","8 years",14965,69.6,662,"MORTGAGE",45000,"Not Verified","Charged Off","Defaulted"
8838,5500,12.12,"B","B3","< 1 year",5014,53.9,697,"RENT",27000,"Not Verified","Fully Paid","Paid"
8839,3000,13.68,"C","C1","3 years",16775,68.7,702,"MORTGAGE",97000,"Source Verified","Fully Paid","Paid"
8840,2125,6.62,"A","A2","3 years",29126,64,767,"MORTGAGE",49800,"Source Verified","Fully Paid","Paid"
8841,10000,10.16,"B","B1","< 1 year",9879,43.9,707,"RENT",32000,"Verified","Charged Off","Defaulted"
8842,5000,12.12,"B","B3","10+ years",11571,40.7,697,"RENT",22000,"Not Verified","Fully Paid","Paid"
8843,12175,11.14,"B","B2","3 years",18761,38.4,717,"OWN",35000,"Not Verified","Charged Off","Defaulted"
8844,11700,13.11,"B","B4","6 years",4894,64.4,667,"RENT",50348,"Verified","Fully Paid","Paid"
8845,1500,17.1,"C","C5",NA,11644,43.8,677,"MORTGAGE",39000,"Verified","Fully Paid","Paid"
8846,6500,14.09,"B","B5","2 years",21822,80.2,687,"OWN",42000,"Not Verified","Fully Paid","Paid"
8847,6000,18.75,"D","D3","5 years",4481,87.9,667,"RENT",24960,"Verified","Fully Paid","Paid"
8848,9000,15.96,"C","C5","7 years",14775,86.9,672,"OWN",38000,"Not Verified","Fully Paid","Paid"
8849,10000,12.99,"B","B4","10+ years",33995,69.2,687,"MORTGAGE",95000,"Verified","Charged Off","Defaulted"
8850,24000,8.9,"A","A5","< 1 year",27533,59.1,697,"RENT",80000,"Verified","Fully Paid","Paid"
8851,20000,11.14,"B","B2","10+ years",16863,81.9,682,"MORTGAGE",97500,"Verified","Fully Paid","Paid"
8852,3000,18.75,"D","D3","6 years",3161,77.1,667,"RENT",30000,"Source Verified","Fully Paid","Paid"
8853,9000,14.65,"C","C2","1 year",24626,78.7,682,"RENT",50000,"Not Verified","Fully Paid","Paid"
8854,5000,15.61,"C","C3","10+ years",3970,59.3,682,"MORTGAGE",30000,"Verified","Charged Off","Defaulted"
8855,9600,14.65,"C","C2","10+ years",16266,50.7,682,"OWN",75000,"Verified","Charged Off","Defaulted"
8856,4500,8.9,"A","A5","4 years",5361,44.7,702,"RENT",26000,"Not Verified","Fully Paid","Paid"
8857,10000,16.29,"C","C4","10+ years",13039,69.4,682,"MORTGAGE",85446,"Verified","Fully Paid","Paid"
8858,6000,6.62,"A","A2","2 years",3095,40.2,707,"MORTGAGE",43200,"Not Verified","Fully Paid","Paid"
8859,25000,13.53,"B","B5","4 years",13505,76,722,"MORTGAGE",70000,"Verified","Fully Paid","Paid"
8860,4725,12.35,"B","B4",NA,6176,36.5,692,"MORTGAGE",40000,"Verified","Fully Paid","Paid"
8861,15250,18.85,"D","D3","7 years",1695,77,667,"MORTGAGE",41276,"Verified","Fully Paid","Paid"
8862,10000,7.9,"A","A4","10+ years",149280,8,757,"OWN",120000,"Source Verified","Fully Paid","Paid"
8863,15000,8.9,"A","A5","9 years",16879,56.5,692,"MORTGAGE",90000,"Verified","Fully Paid","Paid"
8864,9700,12.12,"B","B3","7 years",8844,73.1,692,"RENT",44000,"Verified","Fully Paid","Paid"
8865,1000,15.31,"C","C2","1 year",7733,48.6,697,"RENT",40000,"Not Verified","Fully Paid","Paid"
8866,10000,14.33,"C","C1","1 year",6931,69.3,692,"MORTGAGE",96000,"Not Verified","Fully Paid","Paid"
8867,15000,19.05,"D","D4","10+ years",9042,68.5,682,"MORTGAGE",59000,"Source Verified","Fully Paid","Paid"
8868,20300,12.12,"B","B3","7 years",24845,72.6,707,"MORTGAGE",52000,"Verified","Fully Paid","Paid"
8869,9175,13.68,"C","C1","10+ years",19861,87.9,682,"MORTGAGE",42900,"Verified","Fully Paid","Paid"
8870,20000,14.33,"C","C1","10+ years",11054,94.5,687,"MORTGAGE",70000,"Source Verified","Fully Paid","Paid"
8871,10000,12.35,"B","B4","10+ years",12826,69.3,672,"MORTGAGE",50000,"Not Verified","Fully Paid","Paid"
8872,6000,6.62,"A","A2","10+ years",7880,74.6,767,"RENT",60000,"Source Verified","Fully Paid","Paid"
8873,5500,14.65,"C","C2","< 1 year",6419,84.5,662,"OWN",11913,"Source Verified","Charged Off","Defaulted"
8874,12000,13.11,"B","B4","10+ years",7022,58,702,"RENT",56000,"Source Verified","Fully Paid","Paid"
8875,2500,13.11,"B","B4","6 years",11914,84.5,687,"OWN",45000,"Not Verified","Fully Paid","Paid"
8876,12000,8.9,"A","A5","< 1 year",18505,43.3,687,"RENT",50000,"Not Verified","Fully Paid","Paid"
8877,18000,7.9,"A","A4","1 year",33886,50.5,727,"MORTGAGE",87000,"Not Verified","Fully Paid","Paid"
8878,8000,15.96,"C","C5","10+ years",11451,70.4,677,"RENT",43181,"Source Verified","Charged Off","Defaulted"
8879,8000,12.99,"B","B4","10+ years",37343,63.1,672,"MORTGAGE",92000,"Not Verified","Charged Off","Defaulted"
8880,7000,19.05,"D","D4","2 years",6801,93.2,662,"OWN",57000,"Source Verified","Fully Paid","Paid"
8881,3000,7.62,"A","A3","10+ years",21456,50,732,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
8882,21000,6.62,"A","A2","4 years",55343,58.5,712,"OWN",120000,"Verified","Fully Paid","Paid"
8883,6000,8.9,"A","A5","10+ years",6195,41.9,732,"RENT",52000,"Not Verified","Fully Paid","Paid"
8884,8000,10.16,"B","B1","2 years",9909,29.6,722,"RENT",40000,"Not Verified","Fully Paid","Paid"
8885,7200,18.49,"D","D2","5 years",63,1.5,672,"RENT",52000,"Not Verified","Fully Paid","Paid"
8886,15000,15.8,"C","C3","4 years",13290,86.9,692,"RENT",45000,"Verified","Fully Paid","Paid"
8887,11500,11.14,"B","B2","6 years",3276,42,722,"RENT",48000,"Not Verified","Fully Paid","Paid"
8888,18000,10.99,"B","B2","4 years",9748,94.6,672,"MORTGAGE",120000,"Source Verified","Fully Paid","Paid"
8889,17625,16.29,"C","C4","10+ years",30960,93.8,712,"OWN",41000,"Not Verified","Charged Off","Defaulted"
8890,20000,17.27,"C","C5","4 years",18195,63.2,687,"MORTGAGE",53000,"Verified","Fully Paid","Paid"
8891,18500,9.71,"B","B1","3 years",22700,27.6,717,"RENT",107032,"Verified","Fully Paid","Paid"
8892,7000,14.09,"B","B5","6 years",20542,73.9,682,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
8893,4200,19.05,"D","D4","10+ years",40834,93,662,"MORTGAGE",104000,"Verified","Fully Paid","Paid"
8894,35000,23.7,"F&G","F1","1 year",31034,95.5,687,"MORTGAGE",1e+05,"Source Verified","Charged Off","Defaulted"
8895,3400,14.09,"B","B5","< 1 year",7757,58.8,692,"RENT",54000,"Verified","Fully Paid","Paid"
8896,20500,13.11,"B","B4","6 years",29350,53.8,707,"MORTGAGE",46000,"Verified","Fully Paid","Paid"
8897,5375,19.72,"D","D5","7 years",5002,89.3,672,"RENT",60000,"Source Verified","Charged Off","Defaulted"
8898,23325,14.09,"B","B5","10+ years",8410,84.1,662,"MORTGAGE",52000,"Verified","Charged Off","Defaulted"
8899,5600,13.11,"B","B4","< 1 year",11063,63.2,692,"RENT",30000,"Not Verified","Fully Paid","Paid"
8900,25975,12.99,"B","B4","1 year",37317,67.2,742,"OWN",106000,"Verified","Fully Paid","Paid"
8901,22750,10.99,"B","B2","10+ years",39722,48.4,712,"MORTGAGE",73000,"Verified","Fully Paid","Paid"
8902,6600,6.03,"A","A1","10+ years",17258,22,752,"MORTGAGE",75000,"Source Verified","Fully Paid","Paid"
8903,12000,10.74,"B","B2","8 years",11721,82.6,707,"RENT",63000,"Not Verified","Fully Paid","Paid"
8904,13325,14.33,"C","C1","4 years",16160,92.3,712,"MORTGAGE",104000,"Not Verified","Fully Paid","Paid"
8905,16300,12.12,"B","B3","9 years",15643,72.1,717,"MORTGAGE",67000,"Not Verified","Fully Paid","Paid"
8906,10200,6.62,"A","A2","5 years",32387,40.5,747,"MORTGAGE",111800,"Not Verified","Fully Paid","Paid"
8907,20350,11.55,"B","B3","8 years",35223,73.5,692,"RENT",57096,"Verified","Charged Off","Defaulted"
8908,10000,10.16,"B","B1","10+ years",11275,40.7,702,"MORTGAGE",78000,"Not Verified","Fully Paid","Paid"
8909,6850,6.03,"A","A1",NA,4508,11,817,"MORTGAGE",25200,"Verified","Fully Paid","Paid"
8910,10000,15.31,"C","C2","10+ years",20123,80.8,667,"RENT",62500,"Not Verified","Fully Paid","Paid"
8911,10000,11.14,"B","B2","10+ years",5243,32.6,707,"MORTGAGE",36000,"Verified","Fully Paid","Paid"
8912,7200,17.27,"C","C5","< 1 year",3703,25.7,662,"OWN",39550,"Not Verified","Fully Paid","Paid"
8913,5000,20.2,"D","D5","10+ years",16382,81.5,712,"OWN",35000,"Source Verified","Fully Paid","Paid"
8914,11000,10.16,"B","B1","10+ years",4100,27.3,712,"MORTGAGE",66262,"Verified","Fully Paid","Paid"
8915,12000,20.49,"E","E1","1 year",27227,81,672,"RENT",70000,"Not Verified","Fully Paid","Paid"
8916,7000,14.3,"C","C1","10+ years",91404,76.3,702,"MORTGAGE",98000,"Verified","Charged Off","Defaulted"
8917,9000,11.99,"B","B3","10+ years",17489,81.3,702,"RENT",86000,"Not Verified","Fully Paid","Paid"
8918,10500,17.77,"D","D1","4 years",8328,86.7,662,"RENT",33000,"Not Verified","Fully Paid","Paid"
8919,20000,19.52,"D","D4","7 years",14955,69.6,682,"OWN",61000,"Verified","Fully Paid","Paid"
8920,10975,11.14,"B","B2","2 years",12814,69.6,672,"RENT",33800,"Not Verified","Fully Paid","Paid"
8921,10800,12.99,"B","B4","< 1 year",15315,76.6,667,"OWN",64000,"Not Verified","Fully Paid","Paid"
8922,15350,14.09,"B","B5","2 years",16566,79.6,692,"MORTGAGE",49500,"Verified","Charged Off","Defaulted"
8923,11000,10.64,"B","B2","< 1 year",9962,49.3,707,"RENT",72000,"Not Verified","Fully Paid","Paid"
8924,27250,21.98,"E","E4","10+ years",30578,70.9,662,"RENT",70000,"Verified","Fully Paid","Paid"
8925,11700,11.99,"B","B3","3 years",20747,74.1,697,"RENT",34000,"Verified","Fully Paid","Paid"
8926,8000,11.14,"B","B2","5 years",33885,93.1,672,"MORTGAGE",140000,"Verified","Fully Paid","Paid"
8927,8000,8.9,"A","A5","7 years",11647,62.3,662,"MORTGAGE",80000,"Source Verified","Fully Paid","Paid"
8928,10000,15.31,"C","C2","< 1 year",10370,83.6,697,"RENT",47000,"Not Verified","Fully Paid","Paid"
8929,12000,18.49,"D","D2","2 years",14474,45.7,667,"RENT",48000,"Not Verified","Fully Paid","Paid"
8930,6000,15.8,"C","C3","5 years",4033,43.8,667,"MORTGAGE",75000,"Verified","Fully Paid","Paid"
8931,10000,7.9,"A","A4","5 years",10583,75.6,727,"RENT",33000,"Verified","Fully Paid","Paid"
8932,14400,14.33,"C","C2","10+ years",17798,68.5,662,"MORTGAGE",62427,"Not Verified","Fully Paid","Paid"
8933,9925,19.22,"D","D4","1 year",7876,80.4,662,"RENT",40000,"Verified","Fully Paid","Paid"
8934,9200,18.75,"D","D3","3 years",11269,93.9,687,"RENT",27500,"Not Verified","Charged Off","Defaulted"
8935,5000,8.9,"A","A5","4 years",7362,38.6,707,"RENT",28000,"Not Verified","Fully Paid","Paid"
8936,29000,15.8,"C","C3","10+ years",40325,56.7,702,"RENT",92000,"Verified","Fully Paid","Paid"
8937,2400,23.4,"E","E5","8 years",2638,44,692,"RENT",36000,"Not Verified","Fully Paid","Paid"
8938,18000,13.11,"B","B4","6 years",10812,90.9,672,"OWN",110000,"Source Verified","Fully Paid","Paid"
8939,6000,14.65,"C","C2","10+ years",21040,68.5,662,"MORTGAGE",130000,"Not Verified","Fully Paid","Paid"
8940,15000,17.27,"C","C5","5 years",7955,45.5,672,"RENT",40000,"Not Verified","Fully Paid","Paid"
8941,15000,9.71,"B","B1","10+ years",15103,69.9,732,"OWN",40100,"Not Verified","Fully Paid","Paid"
8942,12000,15.61,"C","C3","6 years",14119,63.9,682,"MORTGAGE",75000,"Source Verified","Fully Paid","Paid"
8943,18000,7.9,"A","A4","10+ years",28256,85.6,707,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
8944,12250,11.14,"B","B2","1 year",604,40.3,717,"RENT",60000,"Not Verified","Fully Paid","Paid"
8945,10000,18.75,"D","D3","10+ years",5170,68,662,"OWN",29000,"Not Verified","Fully Paid","Paid"
8946,12000,12.12,"B","B3","< 1 year",8850,51.5,692,"MORTGAGE",60000,"Source Verified","Fully Paid","Paid"
8947,20000,14.09,"B","B5","2 years",15769,64.4,687,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
